acousticness,artists,danceability,duration_ms,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,name,popularity,release_date,speechiness,tempo,valence,year,target_emotion
0.989,"['Francisco Canaro', 'Charlo']",0.445,185507,0.288,0,40jiorcB4ujhNCJEM3NYRz,0.758,2,0.111,-8.925,1,Cantando Bajo la Lluvia - Remasterizado,0,12-11-1930,0.0699,205.423,0.697,1930,neutral
0.941,"['Rita Abatzi', 'Stellakis Perpiniadis']",0.424,184493,0.27,0,0PiNIKhSdgiVSl0Hsi0PPI,0.00705,9,0.113,-10.039,1,Αν φύγεις για τη ξενιτιά,0,01-01-1930,0.0945,170.517,0.794,1930,neutral
0.981,"['Pablo de Sarasate', 'Moritz Moszkowski', 'Jascha Heifetz', 'Bell Telephone Hour Orchestra', 'Unknown Artist', 'Donald Voorhees']",0.343,179493,0.201,0,1cCcoX8wMUKZsBuzLE48Qk,0.845,8,0.229,-20.251,1,"2 Piano Pieces, Op. 45: No. 2, Guitarre (Arr. P. de Sarasate for Violin & Orchestra) [Live]",1,01-01-1946,0.0694,150.971,0.612,1946,neutral
0.424,['Zofia Dromlewiczowa'],0.716,134900,0.201,0,2PxAY2n2CIyEY318X7vfGe,0,9,0.156,-22.662,0,Chapter 2.4 - Dziewczynka z Luna Parku: Część 1,0,1931,0.94,124.93,0.647,1931,neutral
0.433,"['Sub Urban', 'REI AMI']",0.619,194000,0.45,0,5jkbw3FDS3bSSb4oLKYbjf,0,7,0.513,-11.965,0,Freak (feat. REI AMI),72,13-03-2020,0.515,179.755,0.41,2020,neutral
0.995,['Ignacio Corsini'],0.545,180253,0.268,0,2B9d7LBGJvQEKiLEAexCOP,0.92,1,0.112,-23.029,1,Toda Alma - Remasterizado,0,21-03-1922,0.191,126.614,0.648,1922,neutral
0.831,['Sonny Clark'],0.491,305006,0.357,0,6VhdE3WyztJZ9jZuKWwW7C,0.917,8,0.111,-15.935,1,Junka (Alternative Version),32,23-03-1960,0.0886,106.905,0.821,1960,neutral
0.358,"['Galt MacDermot', 'Tom Pierson']",0.601,145067,0.458,0,0CurNjsPlwcKH3C7OYmYpH,0,0,0.632,-12.348,1,Good Morning Starshine,38,1979,0.0583,139.414,0.586,1979,neutral
0.00764,['Trace Adkins'],0.586,210333,0.674,0,1ZxNwqYsJA41CKf2YEhmIK,0.0777,11,0.243,-5.69,1,Just Fishin',47,01-01-2011,0.0246,86.5,0.395,2011,neutral
0.544,['Ramon Ayala Y Sus Bravos Del Norte'],0.607,164027,0.498,0,7f8qPvIL7fRM28L7XAuFKX,4.71E-06,0,0.0777,-5.75,1,Tragos Amargos,37,2004,0.064,155.902,0.594,2004,neutral
0.987,['Lata Mangeshkar'],0.395,205160,0.283,0,1BlOGgO1jj8wbiOEJxCkDA,0.154,3,0.124,-9.974,1,Ae Mere Chaman Mein Hoon,0,01-01-1954,0.088,188.22,0.605,1954,neutral
0.715,['Louis Armstrong'],0.592,167107,0.24,0,4wembAniJ3wzeuDtYO3OQv,0,0,0.225,-15.013,1,I Guess I'll Get The Papers And Go Home,26,01-01-1968,0.0468,79.135,0.53,1968,neutral
0.0668,"['Flume', 'Tove Lo']",0.598,262521,0.532,1,5aOpzm8W8zysk4asB9hxJw,3.22E-06,3,0.0617,-6.833,0,Say It (feat. Tove Lo),63,27-05-2016,0.0295,74.963,0.261,2016,neutral
0.73,['Claude McKay'],0.68,60627,0.107,0,2W6YY7bQee4ssetOw0DHOi,0,7,0.11,-17.4,1,If We Must Die,7,01-01-1954,0.877,67.657,0.487,1954,neutral
0.0198,['Angel Garcia y Tino Lopez'],0.736,211632,0.61,0,6aqQYwiubGPX3puAA3pJTE,4.14E-06,2,0.351,-5.848,1,Con La Prensa Me Agarraron,0,11-05-1943,0.034,112.477,0.467,1943,neutral
0.996,['Rita Ampatzi'],0.586,199000,0.237,0,2asYHIbyG4MN3z7IQuGMJF,0.935,7,0.281,-13.927,0,Eisai Fantis,0,01-01-1940,0.038,83.335,0.909,1940,neutral
0.789,['Julio Jaramillo'],0.587,184133,0.289,0,6SVwp3pEbiGgFbPt8dVYc8,0.0128,9,0.0686,-16.789,0,Fatalidad,49,1993,0.0792,169.724,0.73,1993,neutral
0.329,['James Brown'],0.667,553533,0.519,0,3iAufGxOfonBxbW2tsD64i,0.421,0,0.0478,-14.37,1,Funky Drummer - Pt. 1 & 2,40,25-08-1986,0.0675,99.526,0.604,1986,neutral
0.994,"['Mixalis Kalergis', 'Nikos Karakostas-Klarino']",0.536,203280,0.33,0,2p4MS8X1gCkiGJtH7HtlRY,0.803,6,0.17,-14.374,1,Fotaei to feggaraki moy (paradosiako),0,01-01-1940,0.0673,127.024,0.857,1940,neutral
0.966,['Ted Hawkins'],0.572,130733,0.168,0,0Rp69tTthlnawYyYkh0HjD,5.58E-05,11,0.159,-13.636,1,Stop Your Crying,40,01-01-1982,0.0469,144.014,0.381,1982,neutral
0.964,['Pete Seeger'],0.599,98653,0.0318,0,2BOfHiCpljEV7MINDtrjWM,0,9,0.159,-16.867,1,Wondrous Love,4,01-01-1954,0.0551,122.43,0.507,1954,neutral
0.196,['Duke Ellington Orchestra'],0.567,162493,0.294,0,1EemabbzAsMGtjxqjxVxBg,0.101,5,0.106,-13.721,0,Purple Gazelle,13,1963,0.0293,91.873,0.782,1963,neutral
0.897,"['Miles Davis', 'Lee Konitz']",0.475,171560,0.475,0,0sBPzjIxhtN3OQvTbJIiHP,0.685,5,0.378,-13.888,0,Ezz-Thetic,15,05-10-1951,0.0445,74.101,0.797,1951,neutral
0.928,['Hank Williams'],0.574,111093,0.199,0,27srEfS38jn32dZXwrAp2C,0,2,0.161,-11.941,1,"(I'm Gonna) Sing, Sing, Sing - Undubbed Version",19,01-01-1956,0.0368,119.719,0.362,1956,neutral
0.881,['The Miracles'],0.353,144280,0.472,0,4Cf7r83jpwAYWhbWjoOXLE,5.67E-05,10,0.186,-7.324,1,Cause I Love You,7,01-01-1961,0.0318,94.964,0.672,1961,neutral
0.993,"['Stratos Pagioumtzis', 'Stellakis Perpiniadis']",0.558,198667,0.245,0,4WPGI9kaE24GxgRf68zxJE,0.029,5,0.125,-16.316,0,To Zari,0,04-01-1935,0.0417,80.512,0.557,1935,neutral
0.451,['Elliott Smith'],0.563,192293,0.389,0,4JBXUmExK3GS7X4RuUKCyt,0.00186,5,0.101,-13.172,1,Miss Misery,38,01-01-1997,0.03,125.514,0.423,1997,neutral
0.808,['Javier Solís'],0.509,136067,0.258,0,2v8pvOlP00PyLV42rybf85,4.45E-05,1,0.259,-11.975,1,Esta Noche Pago Yo,2,1955,0.0313,99.837,0.473,1955,neutral
0.359,['Neil Diamond'],0.508,194267,0.407,0,6HRf1OVW3V0pvy3Idph1Ap,3.72E-06,0,0.143,-12.775,1,Song Sung Blue - Single Version,36,01-03-1974,0.0282,109.144,0.357,1974,neutral
0.989,['Champion Jack Dupree'],0.6,195240,0.387,0,26twLh5Gw0Wpc3qv9XLVCN,0.367,7,0.121,-7.986,1,County Jail Special,0,1933,0.0401,106.765,0.695,1933,neutral
0.819,['Osvaldo Fresedo y su Orquesta Típica'],0.725,174400,0.289,0,6fdcWqXKJJuCNkzsYiYZf8,0.618,2,0.0664,-11.858,1,Re Fa Si - Remastered,0,01-12-1948,0.0782,120.121,0.548,1948,neutral
0.915,['The Pied Pipers'],0.717,150769,0.178,0,0bz0PznD8eRojueEdAIPta,0,1,0.164,-8.524,1,Aren't You Glad You're You,5,20-06-1942,0.0397,135.32,0.64,1942,neutral
0.987,['Arthur Askey and cast'],0.616,204613,0.242,0,0AsMDft5byAPJM99RDvgRV,1.11E-05,0,0.492,-18.626,1,Band Waggon (Pt 6) - 1939 Recording,0,1940,0.889,77.808,0.593,1940,neutral
0.964,['Val Rosing'],0.513,163787,0.461,0,33VyqPeK0dpKY58HbgpfED,0.0022,5,0.201,-9.153,1,Wonderful You,0,02-01-1932,0.0356,98.662,0.669,1932,neutral
0.653,['Wes Montgomery'],0.503,303947,0.533,0,7IjzZ1FrBDURvPgkzNFEL3,0.0802,8,0.679,-13.045,1,S.O.S. - Live / Take 3,14,1962,0.052,140.291,0.699,1962,neutral
0.093,['Elton John'],0.431,382933,0.651,0,3ggTCH9i9dJ0sRdAxFGzcr,0.0346,0,0.168,-10.161,1,Burn Down The Mission,52,30-10-1970,0.0374,122.227,0.544,1970,neutral
0.331,['Regulo Caro'],0.725,176403,0.451,0,0bIBXi8kSiEkJhlCgg286I,0,8,0.0914,-7.863,0,El Lujo De Tenerte,64,11-10-2018,0.0334,129.987,0.613,2018,neutral
0.584,['Charles Aznavour'],0.512,189773,0.48,0,09a166XSHpHW9dlCqaDbsv,0,4,0.0913,-7.229,0,Parce que tu crois,36,1966,0.033,123.669,0.717,1966,neutral
0.995,['Francisco Canaro'],0.753,160840,0.173,0,2DDKmAGLySrPyg6smZ5Pzf,0.457,6,0.11,-15.054,0,Clavelito - Instrumental (Remasterizado),0,16-08-1927,0.0842,116.422,0.722,1927,neutral
0.639,"['Thelonious Monk Quartet', 'Joe Gordon', 'Harold Land']",0.44,399373,0.365,0,4CrudzI6LCHhiSId5toyEE,0.000127,2,0.281,-14.773,1,Epistrophy - Live At The Blackhawk / 1960,16,1960,0.0558,80.464,0.48,1960,neutral
0.792,['Brian Hyland'],0.488,159733,0.285,0,7wXeFRFidpQIfZgExLavJy,0,5,0.117,-11.613,0,Sealed With A Kiss,41,01-01-1994,0.0278,91.607,0.607,1994,neutral
0.616,['Frank Sinatra'],0.475,145773,0.435,0,2VmgHMhqmYzKPMITF89oBX,0,3,0.122,-13.828,1,Leaving On A Jet Plane,29,1971-03,0.0502,126.458,0.581,1971,neutral
0.434,['Eric Clapton'],0.66,318000,0.489,0,5uhvUuQciVrP0p48NqSHaq,0.229,7,0.679,-10.8,1,Knocking On Heaven's Door - Live At Hammersmith Odeon,49,01-11-1977,0.0319,126.537,0.446,1977,neutral
0.823,['Bluegrass Champs'],0.531,152856,0.308,0,36iD0HX42xFvAhzl3B2jzS,0.00243,1,0.636,-17.449,1,Put My Little Shoes Away (Live),0,1948,0.0383,120.341,0.916,1948,neutral
0.453,['Khruangbin'],0.576,251773,0.385,0,1IVgPGfYxyuOLKOYdEBLOW,0.902,2,0.127,-15.286,1,Zionsville,56,06-11-2015,0.0306,80.656,0.595,2015,neutral
0.918,['Dean Martin'],0.504,180533,0.217,0,0NX6EEe8p0wSvimLrWsavy,2.30E-05,8,0.187,-12.85,1,Confused,15,1954,0.0294,96.956,0.406,1954,neutral
0.832,['Frankie Laine'],0.567,190360,0.339,0,1YNs0Fsi0LAduAEswmqd6h,1.07E-06,5,0.399,-9.056,1,Jezebel,20,14-02-1955,0.0337,138.43,0.404,1955,neutral
0.221,['Lighter Shade Of Brown'],0.779,211800,0.386,0,3kk66lcmo2blwB1uLHMkPJ,0.00071,7,0.115,-14.384,1,Homies,42,01-01-1992,0.301,193.574,0.376,1992,neutral
0.539,['Trace Adkins'],0.637,179600,0.472,0,2A7j0RLnzvvlUFrevBiOQf,0,5,0.446,-7.295,1,Every Light In The House,60,01-01-1996,0.0271,129.236,0.349,1996,neutral
0.941,['The Staple Singers'],0.639,145344,0.292,0,0kIvL9RfT02K90HXcwAlCQ,0,3,0.234,-15.498,1,I Know I've Got Religion,6,01-01-1960,0.0336,114.442,0.504,1960,neutral
0.313,['Buddy Holly'],0.734,127506,0.177,0,3ozftYu1yZlCGXkNFBYL6p,0,3,0.0966,-16.095,1,Everyday,32,04-11-1986,0.0384,136.169,0.463,1986,neutral
0.98,"['Joe E. Brown', 'Cornelius Peeples']",0.669,261347,0.52,0,3P2WEDpkcAvdxmNNPguRhk,0.000651,2,0.388,-12.74,1,How To Play Baseball - Running - Part 3,0,1947,0.942,103.277,0.58,1947,neutral
0.0641,['Эрих Мария Ремарк'],0.754,118800,0.296,1,68jITuEwfB7CiYb16zRzBh,0,0,0.128,-17.429,1,Часть 6.2 - На Западном фронте без перемен,0,1929,0.928,102.18,0.611,1929,neutral
0.371,['Jethro Tull'],0.522,226507,0.275,0,3jNGLTOcA4a34rZD2y392C,0.873,0,0.219,-14.005,1,Bourée,53,1977,0.0511,115.327,0.555,1977,neutral
0.7,['Lesley Gore'],0.611,119000,0.339,0,5LJ9nyAj4Xy8KsIbXv5zE2,0,0,0.156,-14.063,1,The Party's Over,22,01-06-1963,0.025,94.19,0.602,1963,neutral
0.994,"['Manik Dadarkar', 'R. Sharma']",0.672,198960,0.25,0,3zYetz7XSuEyoJQRVDXQ5N,0.00826,5,0.529,-9.385,1,Main Chhoti Si Ek Paniharan,0,31-12-1948,0.269,72.169,0.806,1948,neutral
0.905,"['Wolfgang Amadeus Mozart', 'Erna Berger', 'Walter Berry', 'Vienna State Opera Chorus', 'Wiener Philharmoniker', 'Wilhelm Furtwängler']",0.345,93493,0.594,0,05NIDZpxX8Ebbe3c94yqwD,0.632,2,0.942,-18.473,1,"Don Giovanni, K. 527, Act I: Giovinette, che fate all'amore (Live)",0,27-07-1953,0.296,80.749,0.617,1953,neutral
0.376,['Эрих Мария Ремарк'],0.631,107700,0.19,1,49bzWp83MvlJpiAk08pQs8,1.34E-06,1,0.102,-18.297,1,Часть 51.2 - Триумфальная арка,0,1945,0.915,166.564,0.389,1945,neutral
0.99,['Ignacio Corsini'],0.52,182840,0.128,0,18MKXumRZphEqOmNo2jEDa,0.918,0,0.111,-26.107,1,El Cisne - Remasterizado,0,20-06-1928,0.0498,97.814,0.875,1928,neutral
0.858,['Lalita Dewoolkar'],0.513,241653,0.364,0,1juCEmPAkt2OiC8UqB7I0A,0.000199,9,0.155,-11.102,1,Dil Leke Bhaga,0,31-12-1949,0.0924,180.836,0.755,1949,neutral
0.902,['Charles Mingus'],0.462,537957,0.241,0,7D4jiZHrSDenPMZ81Ytudt,0.731,5,0.149,-15.624,1,Four Hands - 2013 - Remaster,6,01-01-1955,0.0349,99.345,0.565,1955,neutral
0.161,['Эрих Мария Ремарк'],0.737,113941,0.187,1,5ks1ZomcpCzOrHuzb0u79D,1.12E-05,1,0.173,-18.458,1,Часть 84.4 & Часть 85.1 - Триумфальная арка,0,1945,0.943,97.298,0.409,1945,neutral
0.793,['Bonnie Raitt'],0.67,170800,0.279,0,2zLIjfjQ8kMy7WSSLmF0I2,0.00879,5,0.109,-15.589,1,Thank You - Remastered,58,1971,0.0289,77.82,0.552,1971,neutral
0.000757,['Nine Inch Nails'],0.386,329867,0.803,1,6zhnqFMuQ8Q2GCY9X89KXb,0.222,4,0.144,-8.152,1,Physical (You're So),38,01-01-1992,0.0367,159.799,0.154,1992,angry
0.0728,['MFSB'],0.667,269133,0.715,0,1cmDA9WSDPLEISCp0i7xk2,0.279,0,0.126,-10.303,0,Old San Juan,31,1980,0.068,99.491,0.318,1980,angry
6.66E-06,['Soundgarden'],0.341,351360,0.965,0,2UoHjfejHhemj0KSWCOV2A,0.723,9,0.317,-5.976,1,Jesus Christ Pose,48,08-10-1991,0.107,134.328,0.273,1991,angry
0.0134,"['Witt Lowry', 'Ava Max']",0.504,186022,0.788,1,0b11D9D0hMOYCIMN3OKreM,0,3,0.363,-4.113,0,Into Your Arms (feat. Ava Max),67,08-06-2018,0.215,170.039,0.228,2018,angry
0.01,['Queens of the Stone Age'],0.474,241200,0.923,0,0jGTmdloNXK6OKOtxCkT3p,6.58E-05,9,0.107,-4.056,1,In My Head,48,01-01-2005,0.0373,134.308,0.398,2005,angry
0.00467,['Sex Pistols'],0.231,251360,0.968,0,4AqfCW0jMeByTMZdoqHlH4,0.000252,2,0.359,-5.322,1,Problems,34,27-10-1977,0.15,154.447,0.195,1977,angry
0.0406,['Queensrÿche'],0.538,342827,0.889,0,2kVrvvxO85j7HpU4l9SPJm,0.00229,9,0.0713,-4.192,1,The Thin Line - Remastered/2003,31,1990,0.074,116.087,0.255,1990,angry
0.0567,"['Travis Scott', 'ROSALÍA', 'Lil Baby']",0.559,244874,0.491,1,7h0d2h0fUmzbs7zeFigJPn,0,2,0.0992,-6.406,0,HIGHEST IN THE ROOM (feat. ROSALÍA & Lil Baby) - REMIX,79,27-12-2019,0.0346,153.131,0.114,2019,angry
0.000196,['Emmure'],0.347,181667,0.971,0,6N510NSPG0CfhMd7g6hJDB,0.519,11,0.311,-3.578,0,Demons With Ryu,45,01-10-2011,0.202,124.776,0.137,2011,angry
0.191,['The Strokes'],0.537,222093,0.68,0,2t0wwvR15fc3K1ey8OiOaN,0.00175,4,0.0889,-4.297,1,Selfless,71,10-04-2020,0.0333,121.989,0.0889,2020,angry
0.0278,['Twista'],0.656,190307,0.87,1,1O2cVtw4bEUpCMJo3NSEAj,0,2,0.14,-3.34,1,Kill Us All,42,27-01-2004,0.0368,126.151,0.0919,2004,angry
0.0164,['The 1975'],0.624,240986,0.787,0,3mRWkQTwau3cl5u2WYE2pt,0.317,5,0.194,-9.481,1,I Think There's Something You Should Know,66,22-05-2020,0.0601,123.475,0.136,2020,angry
0.00653,['The Damned'],0.203,308586,0.954,0,4Jyhk9OFqo9sjdfZ2RD2Mu,0.0991,0,0.432,-8.59,1,Plan 9 Channel 7,29,1979,0.0867,158.776,0.214,1979,angry
0.00304,['Danzig'],0.581,274000,0.809,1,056ZZxbKGneoT6u4vlkMDX,6.77E-05,2,0.3,-9.67,1,Snakes Of Christ,36,01-01-1990,0.0397,127.991,0.19,1990,angry
0.00178,['La Unión'],0.524,286747,0.833,0,0zaufnGKwG4McEaEduisji,6.61E-06,2,0.26,-4.975,0,Sildavia,44,15-10-1984,0.0644,145.075,0.401,1984,angry
0.0966,['Skeletal Family'],0.37,318000,0.836,0,2bA2N4TiXPyx7UwzQlypVP,0.747,9,0.11,-11.61,1,She Cries Alone,31,01-01-1983,0.0614,145.427,0.218,1983,angry
0.15,['Queensrÿche'],0.517,305067,0.915,0,0kGtOAt3fjUt6yhxlpw2Ms,0.000103,9,0.075,-5.062,1,London - Remastered,25,1986,0.0724,133.693,0.179,1986,angry
0.147,['The Vandals'],0.556,171680,0.986,0,4nUYpn4fqJSnPBRRpKIshI,0,5,0.0905,-3.667,1,Don't Stop Me Now,47,29-06-2004,0.205,97.592,0.301,2004,angry
0.00222,['Fall Out Boy'],0.437,275413,0.946,0,7iT7qkF9L06cYaIee0aY7B,0.000222,4,0.405,-2.998,1,(Coffee's For Closers),46,01-01-2008,0.08,154.959,0.343,2008,angry
0.0137,['Skid Row'],0.292,215400,0.954,0,18VzH496GwUQ95nWN14Orh,0.000244,9,0.423,-10.276,1,Makin' a Mess,36,24-01-1989,0.0876,195.086,0.339,1989,angry
0.0252,['Haystak'],0.654,257693,0.685,1,2jRCDoWeHFoRv0YaEH3AjS,1.22E-06,2,0.253,-8.694,1,All By Myself,49,02-08-2005,0.0739,84.1,0.287,2005,angry
0.0818,['Asia'],0.424,287773,0.948,0,63UeOapFmkJv0NEKGQQTJp,7.32E-06,0,0.0273,-7.232,1,Sole Survivor,41,01-01-1982,0.0803,124.292,0.318,1982,angry
0.0167,"['Big Sean', 'Metro Boomin', 'Travis Scott']",0.656,268947,0.564,1,3wAI7MIQtTgwcRmwchPZBc,1.39E-06,1,0.165,-8.925,0,Go Legend (& Metro Boomin),64,08-12-2017,0.0883,150.014,0.25,2017,angry
0.0021,['Red Hot Chili Peppers'],0.592,329733,0.767,0,48UPSzbZjgc449aqz8bxox,0.00165,9,0.127,-2.788,0,Californication,81,08-06-1999,0.027,96.483,0.328,1999,angry
0.0734,"['Machine Gun Kelly', 'Victoria Monét']",0.654,237453,0.718,1,4VHhltj6aUxZJWnImrXDhC,0.00121,7,0.164,-6.663,1,A Little More,58,16-10-2015,0.0425,90.053,0.234,2015,angry
0.00115,['Hüsker Dü'],0.382,226627,0.926,0,64TRHp0ZprKw6LmTiB0dgQ,3.13E-06,9,0.345,-11.102,0,Divide And Conquer,25,01-01-1985,0.0797,106.694,0.19,1985,angry
0.00589,['Box Car Racer'],0.424,195707,0.967,1,48aeM2uXRzERwpVreuDfgx,0.000961,11,0.139,-2.861,0,All Systems Go,43,01-01-2002,0.0601,149.586,0.386,2002,angry
0.299,"['Vicetone', 'Cozi Zuehlsdorff']",0.605,208562,0.783,0,02shCNmb6IvgB5jLqKjtkK,0.000175,3,0.133,-4.271,1,Nevada,69,24-06-2016,0.0324,124.015,0.105,2016,angry
0.000256,"['Baby Bash', 'Keith Sweat']",0.782,232240,0.772,0,1bu8uvD3hSyIX0sHxdvX5H,0.00047,2,0.102,-6.829,1,Don't Stop (feat. Keith Sweat),42,23-10-2007,0.03,100.021,0.294,2007,angry
0.229,"['Lorde', 'Khalid', 'Post Malone', 'SZA']",0.781,214255,0.548,1,5u64RlrnvvbtNh6R0EMh6o,0,0,0.127,-4.997,0,Homemade Dynamite - REMIX,66,10-11-2017,0.0764,106.996,0.175,2017,angry
0.00164,['Animal Collective'],0.491,274213,0.871,0,3eaJHhtNsKOumLQYU7bnas,0,4,0.361,-5.564,1,Summertime Clothes,46,20-01-2009,0.0969,135.996,0.322,2009,angry
0.304,"['Jillian Jacqueline', 'Keith Urban']",0.547,213133,0.672,0,3quTUw70QQN6rPRWximeGp,0,11,0.0996,-5.023,1,If I Were You (feat. Keith Urban),58,17-08-2018,0.0496,155.791,0.283,2018,angry
0.0635,['Cookiee Kawaii'],0.754,83940,0.568,1,4gOgQTv9RYYFZ1uQNnlk3q,0.00932,10,0.118,-8.719,1,Vibe (If I Back It Up),78,29-03-2019,0.344,159.947,0.175,2019,angry
0.000211,['Trivium'],0.477,302467,0.94,0,1yYr4D1KjhhyDD5bZIiFQy,0.0518,9,0.346,-3.435,1,In Waves,61,03-08-2011,0.103,76.517,0.338,2011,angry
0.0298,['Lady A'],0.581,236440,0.717,0,7h70RTLbnhDyPGXjl3iEhh,0.000186,4,0.243,-4.433,1,Need You Now,63,01-01-2010,0.0318,107.884,0.316,2010,angry
0.165,['Florence + The Machine'],0.448,192720,0.869,0,1T0Kkq1Oio6nHVhenMQeDR,6.25E-05,4,0.32,-4.616,1,Hurricane Drunk,43,2009,0.177,184.042,0.232,2009,angry
0.435,['The Cure'],0.423,387867,0.829,0,3FsYdsgbCWzLd52KQIa3OG,0.53,10,0.517,-9.534,1,Pornography - 2005 Remaster,28,03-05-1982,0.0739,123.997,0.205,1982,angry
2.14E-06,['Amon Amarth'],0.231,229773,0.932,0,1Fj3SwH4PwLL0N1y6e0ojz,0.513,11,0.0832,-4.051,1,Cry Of The Black Birds,47,03-10-2006,0.0654,174.046,0.106,2006,angry
1.69E-05,['Bathory'],0.275,247093,0.875,0,721bjJh95ew2R7iq65GaWn,0.941,11,0.385,-8.682,0,Woman of Dark Desires,34,01-01-1987,0.0383,179.662,0.186,1987,angry
0.00089,['DOWN'],0.448,243000,0.942,1,0GURoVDI0jlEyMH0VYWObt,0.146,6,0.28,-4.788,0,Rehab,41,29-08-1995,0.0486,98.315,0.346,1995,angry
0.00214,"['N.E.R.D', 'Rihanna', 'Pharrell Williams']",0.916,219707,0.727,1,4PpuH4mxL0rD35mOWaLoKS,0.000145,1,0.118,-6.556,1,Lemon,65,15-12-2017,0.0861,94.997,0.201,2017,angry
0.0188,['U2'],0.505,245733,0.883,0,5YAJKPXYwwV8ZAF3dl0Gp4,0.00045,6,0.97,-6.794,1,A Sort Of Homecoming - Live,23,01-10-1984,0.0578,125.824,0.363,1984,angry
0.183,['Skillet'],0.481,218387,0.71,0,4VqkhvOP0FkcVrDxgJXtxM,0,7,0.147,-4.785,1,Lucy,54,21-08-2009,0.0298,140.062,0.188,2009,angry
0.049,"['Rihanna', 'David Guetta']",0.668,181627,0.64,1,28OX5qT45GZBuu8CNKBOj6,0,3,0.0675,-5.208,0,Right Now,53,11-12-2012,0.0888,130.004,0.259,2012,angry
0.0845,['Heart'],0.566,243234,0.976,0,2yafQN61ELKrpQz0eOvspi,0.000173,7,0.204,-6.593,1,The Wolf,28,06-07-1985,0.0544,132.161,0.364,1985,angry
1.08E-05,['Manowar'],0.342,250373,0.897,0,3SQlNgbmy6GQ1lq5yDUchx,0.643,2,0.358,-11.221,1,Wheels of Fire,41,01-11-1988,0.103,94.596,0.129,1988,angry
0.0534,"['Nelly', 'Lil Wayne']",0.864,248533,0.755,1,5WRGUvb5PdFqVygBcgx77u,0,2,0.0806,-5.141,1,For My,36,27-06-2000,0.0749,91.504,0.279,2000,angry
0.128,['Crystal Castles'],0.51,249520,0.914,0,1L0EA6BegmM4KMwTHmSHux,0.459,10,0.466,-5.512,1,Empathy,46,01-01-2011,0.0309,109.97,0.332,2011,angry
0.0659,['Kid Rock'],0.488,373467,0.857,1,1RNndg07sHHPZ5kphkGPwf,0,2,0.487,-6.63,1,Fuck Off,40,05-08-1998,0.459,174.939,0.234,1998,angry
0.161,"['BRONSON', 'ODESZA', 'Golden Features', 'lau.ra']",0.735,209600,0.65,0,3xrSAFB6cXBHwLylbCP4sr,0.21,6,0.109,-5.815,0,HEART ATTACK (feat. lau.ra),69,28-04-2020,0.0737,122.048,0.122,2020,angry
0.0101,['Red Hot Chili Peppers'],0.571,311867,0.8,0,1iFIZUVDBCCkWe705FLXto,7.29E-05,7,0.111,-4.131,1,Dosed,60,09-07-2002,0.0292,104.377,0.335,2002,angry
0.064,['Heroes Del Silencio'],0.468,276667,0.895,0,4IIXnqZUndaRlMwomxZwIr,0,0,0.295,-2.833,1,Hechizo,50,19-11-1990,0.0321,97.02,0.304,1990,angry
0.0874,['Kasabian'],0.525,252280,0.741,0,0Ln5tJyLX5qusquBOtq7wf,0.147,10,0.117,-5.643,1,Fire,66,2009,0.0311,117.031,0.179,2009,angry
1.17E-05,['Slayer'],0.292,186573,0.989,1,6FUdzKbBoIzJRNzitq4qqE,0.473,11,0.111,-3.368,1,Silent Scream,38,01-01-1988,0.0931,98.321,0.208,1988,angry
0.011,['Red Hot Chili Peppers'],0.672,263173,0.906,0,7eCYyli4U6ZuOxHiT5NqxG,5.46E-05,2,0.0756,-10.217,1,Show Me Your Soul,44,29-09-1992,0.0592,121.971,0.242,1992,angry
0.0338,['The Amity Affliction'],0.511,229760,0.876,1,4NHuyxiG4Cl2wfqWIzT1hL,0,11,0.645,-4.287,0,All Fucked Up,57,12-08-2016,0.0337,142.056,0.291,2016,angry
0.47,['King Lil G'],0.749,227987,0.517,1,4bTGlV7bSXNS43W5p8IxYo,0,11,0.136,-11.502,1,AK47,50,27-05-2014,0.295,119.901,0.15,2014,angry
0.0171,['Linkin Park'],0.544,189800,0.935,0,0YvLVwdVZlnSjqfetfZcEi,0.00301,6,0.297,-4.159,0,By Myself,40,24-10-2000,0.173,103.026,0.339,2000,angry
0.101,['Blue Öyster Cult'],0.467,290853,0.711,0,02zvSWg1ObrwxTX6VSi8Kf,2.46E-06,2,0.642,-8.32,1,The Great Sun Jester,27,1979,0.0308,129.424,0.15,1979,angry
0.000333,['Lamb of God'],0.511,270693,0.992,0,6pej2azEjNp6pEFpYPmCNi,1.55E-05,1,0.299,-3.359,1,Ghost Walking,45,24-01-2012,0.164,129.927,0.349,2012,angry
0.00312,"['Zara Larsson', 'MNEK']",0.583,213428,0.732,0,6hmhG1b4LEyNuashVvuIAo,9.86E-06,11,0.269,-5.728,0,Never Forget You,75,17-03-2017,0.0457,145.992,0.276,2017,angry
0.229,['Misfits'],0.259,113533,0.903,0,1mT3JpGpB0Xoh5DMLePhfG,0.0529,11,0.247,-13.289,0,Green Hell,33,01-01-1986,0.0604,194.319,0.168,1986,angry
2.02E-05,['As I Lay Dying'],0.368,260787,0.981,0,7lYrz70DntWR7o8Sqfz0Ok,0.00549,2,0.129,-4.084,0,The Sound Of Truth,58,21-08-2007,0.12,165.018,0.277,2007,angry
